date,isin,symbol,company,source,url,text
2026-03-15,FR0000133308,ORA,ORANGE,Simply Wall St.,https://finance.yahoo.com/news/orange-enxtpa-ora-valuation-check-140633533.html,"Orange (ENXTPA:ORA) Valuation Check After Strong Multi‑Period Shareholder Returns. Orange stock performance snapshot Orange (ENXTPA:ORA) has attracted attention after recent trading, with the share price last closing at €17.52. Investors are weighing this move against its recent returns over the past month and the past 3 months. See our latest analysis for Orange. Beyond the latest move, Orange’s 90 day share price return of 26.41% sits alongside a year to date share price return of 22.18%. Its 1 year total shareholder return of 56.78% and 5 year total shareholder return of..."
2026-03-17,FR0000120628,CS,AXA,Zacks,https://finance.yahoo.com/news/axa-axahy-upgraded-buy-does-160002732.html,"Axa (AXAHY) Upgraded to Buy: What Does It Mean for the Stock?. Axa (AXAHY) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #2 (Buy)."
2026-03-20,FR0000120628,CS,AXA,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/look-axa-enxtpa-cs-valuation-080902437.html,"A Look At AXA (ENXTPA:CS) Valuation After Recent Share Price Pullback. AXA stock performance snapshot AXA (ENXTPA:CS) has attracted investor attention after recent share price moves, with the stock showing mixed returns over the past week, month and past 3 months against a backdrop of steady reported revenues and profits. See our latest analysis for AXA. At a share price of €38.44, AXA has seen a 6.7% 3 month share price pullback. However, the 1 year total shareholder return of 2.16% and 5 year total shareholder return of 130.14% highlight a stronger longer term..."
2026-03-29,FR0010220475,ALO,ALSTOM,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/assessing-alstom-enxtpa-alo-recent-041527442.html,"Assessing Alstom (ENXTPA:ALO) After A Recent Share Price Decline And Conflicting Valuation Signals. Recent share performance and business snapshot Alstom (ENXTPA:ALO) has drawn attention after a one-month return of a 16.6% decline, following a 5.6% decline over the past three months, prompting investors to reassess the rail specialist’s current valuation and fundamentals. The company reports annual revenue of €18.77b and net income of €306.0m, with revenue and net income growth rates of 4.44% and 24.24% respectively, highlighting the scale and profitability profile of its global transport..."
2026-04-01,FR0000125007,SGO,SAINT GOBAIN,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/look-compagnie-saint-gobain-enxtpa-141215712.html,"A Look At Compagnie de Saint-Gobain’s (ENXTPA:SGO) Valuation After Recent Share Price Weakness. Compagnie de Saint-Gobain (ENXTPA:SGO) has appeared on many watchlists after a one-month return of about a 19% decline and a three-month return of about a 19% decline, raising fresh questions around valuation. See our latest analysis for Compagnie de Saint-Gobain. Zooming out, the recent 19% one month share price decline fits into a weaker short term patch. However, the three year total shareholder return of 47.5% and five year total shareholder return of 57.48% point to stronger longer term..."
2026-04-07,FR0000045072,ACA,CREDIT AGRICOLE,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/look-cr-dit-agricole-enxtpa-021322778.html,"A Look At Crédit Agricole’s (ENXTPA:ACA) Valuation After Recent Share Price Pullback. How Crédit Agricole’s Share Performance Looks After Recent Moves Crédit Agricole (ENXTPA:ACA) has seen mixed share performance recently, with a 3.2% gain over the past week alongside declines of 2.5% over the month and 6.9% over the past 3 months. For longer term holders, the stock shows a 15.2% total return over the past year and very large gains over 3 and 5 years. This may prompt investors to reassess current pricing and expectations. See our latest analysis for Crédit Agricole. The recent..."
2026-04-11,FR001400AJ45,ML,MICHELIN,Proactive,https://www.proactiveinvestors.com/companies/news/1090379/enwave-expands-food-tech-reach-with-rhizome-partnership-icymi-1090379.html,"EnWave expands food tech reach with Rhizome partnership - ICYMI. EnWave Corp (TSX-V:ENW, OTC:NWVCF, FRA:E4U) earlier this week announced a new commercial agreement with Rhizome, a food and farming venture founded by Michelin-star chef Dan Barber, signalling further expansion of its partner-driven growth model. CEO Brent Charleton said the relationship..."
2026-04-12,FR001400AJ45,ML,MICHELIN,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/time-reassess-michelin-enxtpa-ml-200655859.html,"Is It Time To Reassess Michelin (ENXTPA:ML) After Ongoing Auto Components Sector Interest?. Wondering whether Compagnie Générale des Établissements Michelin Société en commandite par actions is priced attractively today, or if the recent share price already reflects its strengths. The stock last closed at €30.45, with returns of 2.6% over 7 days, 2.7% over 30 days, 6.2% year to date, 8.0% over 1 year and 16.8% over both 3 and 5 years. This gives you some context before comparing that price to estimated value. Recent headlines around the company focus on ongoing interest in global..."
2026-04-14,FR0000133308,ORA,ORANGE,MarketBeat,https://www.marketbeat.com/stock-ideas/5-space-stocks-already-climbing-ahead-of-the-spacex-ipo/?utm_source=yahoofinance&utm_medium=yahoofinance,"5 Space Stocks Already Climbing Ahead of the SpaceX IPO. Rocket Lab, AST SpaceMobile, Intuitive Machines, Planet Labs, and Redwire are five space stocks positioned to benefit from the capital influx a SpaceX IPO could unlock."
2026-04-16,FR0000125486,DG,VINCI,Investing.com,https://finance.yahoo.com/markets/stocks/articles/vinci-airports-q1-passenger-traffic-172943742.html,"Vinci Airports Q1 passenger traffic grows as Middle East conflict impact limited. Investing.com -- Vinci Airports handled more than 74 million passengers in the first quarter of 2026, a 1.5% increase year-on-year, as strong momentum in Latin America and Cabo Verde helped offset headwinds from the Middle East conflict and Sino-Japanese tensions."
2026-04-17,FR0000133308,ORA,ORANGE,Investing.com,https://finance.yahoo.com/markets/stocks/articles/jpm-stays-constructive-french-telcos-131520130.html,"JPM stays constructive on French telcos with or without consolidation. Investing.com -- J.P. Morgan maintained “overweight” ratings on Orange SA and Bouygues on Friday, arguing both stocks offer double-digit equity free cash flow compound annual growth rates on a standalone basis, even if a long-anticipated break-up of SFR fails to materialize."
2026-04-17,FR0010220475,ALO,ALSTOM,The Wall Street Journal,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-04-17-2026/card/stocks-to-watch-netflix-alstom-alcoa-wFh6EqA0mO5NKnrPMBzt?siteid=yhoof2&yptr=yahoo,"Stocks to Watch: Alcoa, Royal Caribbean, QVC, Alstom. ↘️ Netflix (NFLX): Shares slid nearly 10% after the streamer reported disappointing guidance and said chairman and co-founder Reed Hastings will step down from the board after his term expires in June."
2026-04-17,FR0010220475,ALO,ALSTOM,The Wall Street Journal,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-04-17-2026/card/why-this-train-maker-s-stock-is-down-30--RSDtz5iepdPon7wz8Fhx?siteid=yhoof2&yptr=yahoo,Why This Train Maker's Stock Is Down 30%. French train maker Alstom has gone off the rails.  Alstom's stock is down 30% in Paris after the company warned on profit and withdrew financial guidance late Thursday.  Chief Executive Martin Sion said some railway vehicle projects had progressed more slowly than anticipated and will now weigh on near-term profit margins and cash flow.
2026-04-17,FR0010220475,ALO,ALSTOM,Financial Times,https://finance.yahoo.com/markets/stocks/articles/shares-world-second-biggest-train-082340129.html,Shares in world’s second-biggest train maker plunge on profit downgrade. Shares in French train maker Alstom plunged more than 30 per cent on Friday after the group’s new boss scrapped a free cash flow target and reduced...
2026-04-17,FR0010220475,ALO,ALSTOM,The Wall Street Journal,https://www.wsj.com/business/earnings/alstom-shares-plunge-on-profit-warning-c15f17f8,Alstom Shares Plunge on Profit Warning. Shares in the trainmaker dropped 26% after it withdrew its medium-term cash flow and earnings targets.
2026-04-20,FR0010220475,ALO,ALSTOM,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/assessing-alstom-enxtpa-alo-valuation-140437613.html,"Assessing Alstom (ENXTPA:ALO) Valuation After Profit Warning And Guidance Withdrawal. Alstom (ENXTPA:ALO) is back in focus after a profit warning, the withdrawal of medium term financial guidance, and comments that slower project progress will weigh on near term profit margins and cash generation. See our latest analysis for Alstom. The profit warning and withdrawn guidance have fed directly into the share price, with a 1 day share price return of around 27% decline and a 30 day share price return of about 28% decline. The 1 year total shareholder return is around 14% decline,..."
2026-04-21,FR0000073272,SAF,SAFRAN,MT Newswires,https://finance.yahoo.com/markets/world-indices/articles/european-stocks-track-lower-tuesday-161422242.html,European Stocks Track Lower in Tuesday Trading; Euro Area Economic Sentiment Plunges. The European stock markets were tracking lower in Tuesday trading as The Stoxx Europe was declining
2026-04-21,FR0014003TT8,DSY,DASSAULT SYSTEMES,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/omron-tse-6645-virtual-twin-190333801.html,"Is OMRON’s (TSE:6645) Virtual Twin Push Quietly Redefining Its Industrial Automation Edge?. Dassault Systèmes and OMRON recently announced a partnership to link Dassault’s 3D virtual design and simulation tools with OMRON’s Sysmac industrial automation platform, creating a unified way for manufacturers to design, simulate, validate, and operate production systems across virtual and physical environments. A distinctive aspect of this collaboration is the “Virtual Twin of Production Systems,” which lets companies test and refine robot behavior, logistics flows, and safety parameters..."
2026-04-23,FR0000073272,SAF,SAFRAN,The Wall Street Journal,https://www.wsj.com/business/earnings/safran-posts-double-digit-revenue-growth-on-surge-in-engine-deliveries-fcc3e1ea?siteid=yhoof2&yptr=yahoo,"Safran Posts Double-Digit Revenue Growth on Surge in Engine Deliveries. Adjusted revenue for the period rose 19%, driven by deliveries of its LEAP aircraft engines, while spare part sales and services also increased in the first quarter."
2026-04-23,FR0000121667,EL,ESSILORLUXOTTICA,WWD,https://wwd.com/accessories-news/eyewear/essilorluxottica-acquires-faro-italian-company-1238926427/,"EssilorLuxottica Acquires Faro, Italian Maker of Milling and Diamond Cutting Machinery. The acquisition strengthens the eyewear giant’s integrated supply chain in the production of frames."
2026-04-23,FR0000121667,EL,ESSILORLUXOTTICA,The Wall Street Journal,https://www.wsj.com/business/essilorluxottica-shares-fall-as-investors-weigh-impact-of-smartglasses-0fa914a7?siteid=yhoof2&yptr=yahoo,"EssilorLuxottica Shares Fall as Investors Weigh Impact of Smartglasses. Shares in  EssilorLuxottica  fell after revenue growth eased at the start of the year following a boom in smartglasses sales last year.  The Franco-Italian eyewear giant booked 11% organic growth in its top line over the first three months of the year, slowing from the 18% it recorded in the final months of 2025, it said in an update late Wednesday.  Last year’s exceptional growth was boosted by sales of 7 million pairs of smartglasses over the full year, a huge jump from the 2 million pairs it sold in 2023 and 2024 combined following the launch of the first Ray-Ban model in partnership with tech group  Meta  which provides the software."
2026-04-23,FR0000133308,ORA,ORANGE,The Wall Street Journal,https://www.wsj.com/business/orange-lifts-key-metric-outlook-revenue-rises-f9aac73c?siteid=yhoof2&yptr=yahoo,"Orange Lifts Key Metric Outlook, Revenue Rises. Higher revenue was driven by strong growth in Africa and Middle East, particularly in retail services engines."
2026-04-23,FR0014003TT8,DSY,DASSAULT SYSTEMES,Reuters,https://finance.yahoo.com/markets/stocks/articles/dassault-systemes-reports-first-quarter-050335076.html,"Dassault Systemes reports first-quarter revenue in line with estimates. French software maker Dassault Systemes on Thursday reported first-quarter revenue of 1.51 ‌billion euros ($1.77 billion), in line with estimates, helped ‌by strong demand for its 3DExperience and Cloud businesses. Hit by ​a prolonged slowdown in the global auto industry, Dassault Systemes, which provides software to automakers, plane manufacturers and industrial firms, is increasingly tapping augmented AI and data ‌centers to drive ⁠growth. Its flagship software platform 3DExperience offers 3D modelling, data management and project management ⁠tools."
2026-04-24,FR0000073272,SAF,SAFRAN,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/look-safran-enxtpa-saf-valuation-011215161.html,"A Look At Safran’s (ENXTPA:SAF) Valuation After The Recent Aerospace And Defense Share Pullback. Why Safran’s recent share slide is drawing attention Safran (ENXTPA:SAF) is back on investor radars after a 5.9% drop in Paris trading, part of a wider pullback in aerospace and defense stocks as Euro area economic sentiment weakened sharply in April. That market pressure comes just days after Safran Electrical & Power agreed with H55 to integrate its EASA certified ENGINeUS electric motor into H55’s propulsion system for the fully electric Bristell B23 Energic aircraft. See our latest..."
2026-04-24,FR0000121667,EL,ESSILORLUXOTTICA,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/essilorluxottica-expands-supply-chain-asian-100231162.html,"EssilorLuxottica Expands Supply Chain And Asian Reach With Faro And Top Charoen. EssilorLuxottica Société anonyme has agreed to acquire Italian high precision CNC machinery company Faro, adding new manufacturing capabilities to its operations. The group has also taken a stake in Thai optical retailer Top Charoen, extending its retail reach in Asia to nearly 20,000 stores worldwide. These moves come alongside continued growth from AI glasses and the Ray Ban brand, reinforcing EssilorLuxottica's position in eyewear and smart glasses. EssilorLuxottica, traded as ENXTPA:EL,..."
2026-04-24,FR0000133308,ORA,ORANGE,GuruFocus.com,https://finance.yahoo.com/markets/stocks/articles/orange-sa-orany-q1-2026-070125104.html,"Orange SA (ORANY) Q1 2026 Earnings Call Highlights: Strong Revenue Growth and Strategic .... Orange SA (ORANY) reports a 3.5% increase in group revenue and a 6.6% rise in EBITDA, driven by robust growth in Africa and the Middle East and strategic advancements in AI and business services."
2026-04-24,FR0014003TT8,DSY,DASSAULT SYSTEMES,GuruFocus.com,https://finance.yahoo.com/markets/stocks/articles/dassault-systemes-se-dastf-q1-070204516.html,"Dassault Systemes SE (DASTF) Q1 2026 Earnings Call Highlights: Strong Cloud Growth and .... Dassault Systemes SE (DASTF) reports robust cloud revenue growth and strategic wins in consumer industries, despite challenges in the automotive sector."
2026-04-25,FR0014003TT8,DSY,DASSAULT SYSTEMES,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/look-dassault-syst-mes-enxtpa-070614026.html,"A Look At Dassault Systèmes (ENXTPA:DSY) Valuation After In Line Q1 2026 Results And New AI Partnerships. Dassault Systèmes (ENXTPA:DSY) has just reported first quarter 2026 results, confirming its full year outlook while pointing to firm demand for its 3DEXPERIENCE platform and cloud software offerings across key customer industries. See our latest analysis for Dassault Systèmes. At a share price of €19.60, Dassault Systèmes has seen a 16.7% 1 month share price return after a weak start to the year. However, the 1 year total shareholder return of 39.3% and 5 year total shareholder return of..."
2026-04-26,FR0000124141,VIE,VEOLIA ENVIRON.,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/veolia-targets-data-centers-360-090524952.html,"Veolia Targets Data Centers With New Resource 360 Sustainability Offer. Veolia Environnement (ENXTPA:VIE) has launched its global Data Center Resource 360 solution for the data center industry. The offering focuses on environmental and operational challenges in data center operations, including water usage, carbon neutrality and resource circularity. Data Center Resource 360 is positioned for the fast growing data center sector, which faces rising regulatory and stakeholder scrutiny on sustainability. For you as an investor, this moves ENXTPA:VIE further into..."
2026-04-26,FR0000125486,DG,VINCI,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/why-vinci-enxtpa-dg-story-140436363.html,"Why The Vinci (ENXTPA:DG) Story Is Shifting As Analysts Rework Targets And Fair Value. Vinci’s fair value estimate has been nudged higher from €142.90 to €143.50, a small change that still matters if you are tracking where analysts think the shares should sit. Behind that move is a mix of higher and lower price targets from major houses, with some raising their views by €5 or €8 and others trimming by €1 while keeping more cautious ratings. As you read on, you will see how these shifting targets fit together and what to watch as the Vinci story continues to evolve. Stay updated..."
2026-04-26,FR0000133308,ORA,ORANGE,Simply Wall St.,https://finance.yahoo.com/markets/stocks/articles/nokia-alliances-orange-ruckus-test-020616780.html,"Nokia Alliances With Orange And RUCKUS Test AI Network Rerating. Nokia Oyj (HLSE:NOKIA) is expanding its AI driven network offering through new alliances with Orange SA and RUCKUS Networks. With Orange, Nokia plans to co develop AI powered 5G radio access network technologies using its anyRAN software and NVIDIA AI infrastructure. With RUCKUS Networks, Nokia is providing early access to an integrated Wi Fi 7 and Fiber Optical LAN solution aimed at high bandwidth enterprise use cases. Nokia enters these agreements with its share price at €8.946 and a..."
