date,source,text
2026-05-10,boursorama,Produits à effet de levier Turbos Warrants Leverage & Short Autres produits à effet de levier
2026-05-10,boursorama,ETF - ETN ETF - ETN ETF d'investissement Palmarès Actualités - Pédagogie Partenaire ETF Leverage & Short ETN Cryptos Actualités - Pédagogie Partenaire
2026-05-10,boursorama,OPCVM OPCVM Palmarès Palmarès des catégories Palmarès Morningstar des fonds Actualités - Pédagogie Dossiers OPCVM Partenaires Amundi BlackRock Edmond de Rothschild AM ODDO BHF Sycomore FIP / FCPI 2025 Offre FCPI IR 2025 Offre FIP IR 2025 Définitions Fiscalité Simulateur FAQ Souscrire Private Equity (FCPR) Private Equity en direct Opale Capital ISR Palmarès Actualités ISR Qu'est-ce que l'ISR ?
2026-05-10,boursorama,FIP / FCPI 2025 Offre FCPI IR 2025 Offre FIP IR 2025 Définitions Fiscalité Simulateur FAQ Souscrire
2026-05-10,boursorama,Taux Taux Souverains TEC 10 CDS Court Terme Euribor Eonia Libor Ester Obligations Actualités Avis d'expert FAQ Partenaire
2026-05-10,boursorama,Devises Devises Convertisseur Convertisseur Euro - Dollar Convertisseur Euro - Livre Sterling Convertisseur Euro - Yen Taux de change EUR/USD Spot EUR/GBP Spot EUR/YEN Spot Parité Cryptoactifs Bitcoin en dollars Bitcoin en euros Ethereum en euros XRP en euros Solana en euros Cardano en euros Actualités
2026-05-10,boursorama,Convertisseur Convertisseur Euro - Dollar Convertisseur Euro - Livre Sterling Convertisseur Euro - Yen
2026-05-10,boursorama,Cryptoactifs Bitcoin en dollars Bitcoin en euros Ethereum en euros XRP en euros Solana en euros Cardano en euros
2026-05-10,boursorama,Matières Premières Matières Premières Métaux Cours de l'Or Cours de l'Argent Cours du Cuivre Cours de l'Acier Énergie Cours du Pétrole Brent Cours du Pétrole WTI Produits agricoles Cours du Blé Cours du Cacao Actualités Produits de Bourse
2026-05-10,boursorama,Bourse Accueil Bourse Actualités Actualités Voir tout Points de marchés Actualités financières Calendriers Calendriers Voir tout Sociétés Cotées Macroéconomique SRD Dividendes Paroles d'experts Dossiers spéciaux Actions Actions Voir tout Cotations Cotations Voir tout Par marché International Secteurs Marchés et horaires Horaires étendus Marchés américains Palmarès Palmarès Voir tout France International Dividendes Extrêmes annuels PER Actualité des sociétés Introductions/Privatisations (IPO) Introductions/Privatisations (IPO) Voir tout Toutes les Opérations Actualités IPO/OST Guide Consensus des Analystes Consensus des Analystes Voir tout Reco Paris Reco International Analyses Relations Actionnaires PME-ETI PME-ETI Voir tout Palmarès Actualités PME-ETI Analyses PME ETI Présentation PEA-PME Indices Indices Voir tout Indices Bourse de Paris Indices Bourse de Paris Voir tout CAC 40 SBF 120 CAC 40 ESG CAC Mid & Small Indices Internationaux Indices Internationaux Voir tout Dow Jones Nasdaq Composite S&P 500 Eurostoxx 50 DAX Ibex 35 FTSE MIB Nikkei 225 Futures Options Analyses Partenaire Produits de Bourse Produits de Bourse Voir tout Produits à effet de levier Produits à effet de levier Voir tout Turbos Warrants Leverage & Short Autres produits à effet de levier Produits d'investissement Produits d'investissement Voir tout Bonus Cappés 100% Autres produits d'investissement Partenaires Partenaires Société Générale Goldman Sachs Actualités - Pédagogie ETF - ETN ETF - ETN Voir tout ETF d'investissement ETF d'investissement Voir tout Palmarès Actualités - Pédagogie Partenaire ETF Leverage & Short ETN Cryptos ETN Cryptos Voir tout Actualités - Pédagogie Partenaire OPCVM OPCVM Voir tout Palmarès Palmarès Voir tout Palmarès des catégories Palmarès Morningstar des fonds Actualités - Pédagogie Actualités - Pédagogie Voir tout Dossiers OPCVM Partenaires Partenaires Amundi BlackRock Edmond de Rothschild AM ODDO BHF Sycomore FIP / FCPI 2025 FIP / FCPI 2025 Voir tout Offre FCPI IR 2025 Offre FIP IR 2025 Définitions Fiscalité Simulateur FAQ Souscrire Private Equity (FCPR) Private Equity en direct Private Equity en direct Voir tout Opale Capital ISR ISR Voir tout Palmarès Actualités ISR Qu'est-ce que l'ISR ? Taux Taux Voir tout Souverains TEC 10 CDS Court Terme Court Terme Euribor Eonia Libor Ester Obligations Actualités Avis d'expert FAQ Partenaire Devises Devises Voir tout Convertisseur Convertisseur Voir tout Convertisseur Euro - Dollar Convertisseur Euro - Livre Sterling Convertisseur Euro - Yen Taux de change Taux de change Voir tout EUR/USD Spot EUR/GBP Spot EUR/YEN Spot Parité Cryptoactifs Cryptoactifs Voir tout Bitcoin en dollars Bitcoin en euros Ethereum en euros XRP en euros Solana en euros Cardano en euros Actualités Matières Premières Matières Premières Voir tout Métaux Métaux Cours de l'Or Cours de l'Argent Cours du Cuivre Cours de l'Acier Énergie Énergie Cours du Pétrole Brent Cours du Pétrole WTI Produits agricoles Produits agricoles Cours du Blé Cours du Cacao Actualités Produits de Bourse Forum
2026-05-10,boursorama,Actualités Actualités Voir tout Points de marchés Actualités financières Calendriers Calendriers Voir tout Sociétés Cotées Macroéconomique SRD Dividendes Paroles d'experts Dossiers spéciaux
2026-05-10,boursorama,Actions Actions Voir tout Cotations Cotations Voir tout Par marché International Secteurs Marchés et horaires Horaires étendus Marchés américains Palmarès Palmarès Voir tout France International Dividendes Extrêmes annuels PER Actualité des sociétés Introductions/Privatisations (IPO) Introductions/Privatisations (IPO) Voir tout Toutes les Opérations Actualités IPO/OST Guide Consensus des Analystes Consensus des Analystes Voir tout Reco Paris Reco International Analyses Relations Actionnaires PME-ETI PME-ETI Voir tout Palmarès Actualités PME-ETI Analyses PME ETI Présentation PEA-PME
2026-05-10,boursorama,Cotations Cotations Voir tout Par marché International Secteurs Marchés et horaires Horaires étendus Marchés américains
2026-05-10,boursorama,Introductions/Privatisations (IPO) Introductions/Privatisations (IPO) Voir tout Toutes les Opérations Actualités IPO/OST Guide
2026-05-10,boursorama,Consensus des Analystes Consensus des Analystes Voir tout Reco Paris Reco International
2026-05-10,boursorama,PME-ETI PME-ETI Voir tout Palmarès Actualités PME-ETI Analyses PME ETI Présentation PEA-PME
2026-05-10,boursorama,Indices Indices Voir tout Indices Bourse de Paris Indices Bourse de Paris Voir tout CAC 40 SBF 120 CAC 40 ESG CAC Mid & Small Indices Internationaux Indices Internationaux Voir tout Dow Jones Nasdaq Composite S&P 500 Eurostoxx 50 DAX Ibex 35 FTSE MIB Nikkei 225 Futures Options Analyses Partenaire
2026-05-10,boursorama,Indices Bourse de Paris Indices Bourse de Paris Voir tout CAC 40 SBF 120 CAC 40 ESG CAC Mid & Small
2026-05-10,boursorama,Indices Internationaux Indices Internationaux Voir tout Dow Jones Nasdaq Composite S&P 500 Eurostoxx 50 DAX Ibex 35 FTSE MIB Nikkei 225
2026-05-10,boursorama,Produits de Bourse Produits de Bourse Voir tout Produits à effet de levier Produits à effet de levier Voir tout Turbos Warrants Leverage & Short Autres produits à effet de levier Produits d'investissement Produits d'investissement Voir tout Bonus Cappés 100% Autres produits d'investissement Partenaires Partenaires Société Générale Goldman Sachs Actualités - Pédagogie
2026-05-10,boursorama,Produits à effet de levier Produits à effet de levier Voir tout Turbos Warrants Leverage & Short Autres produits à effet de levier
2026-05-10,boursorama,Produits d'investissement Produits d'investissement Voir tout Bonus Cappés 100% Autres produits d'investissement
2026-05-10,boursorama,ETF - ETN ETF - ETN Voir tout ETF d'investissement ETF d'investissement Voir tout Palmarès Actualités - Pédagogie Partenaire ETF Leverage & Short ETN Cryptos ETN Cryptos Voir tout Actualités - Pédagogie Partenaire
2026-05-10,boursorama,ETF d'investissement ETF d'investissement Voir tout Palmarès Actualités - Pédagogie Partenaire
2026-05-10,boursorama,OPCVM OPCVM Voir tout Palmarès Palmarès Voir tout Palmarès des catégories Palmarès Morningstar des fonds Actualités - Pédagogie Actualités - Pédagogie Voir tout Dossiers OPCVM Partenaires Partenaires Amundi BlackRock Edmond de Rothschild AM ODDO BHF Sycomore FIP / FCPI 2025 FIP / FCPI 2025 Voir tout Offre FCPI IR 2025 Offre FIP IR 2025 Définitions Fiscalité Simulateur FAQ Souscrire Private Equity (FCPR) Private Equity en direct Private Equity en direct Voir tout Opale Capital ISR ISR Voir tout Palmarès Actualités ISR Qu'est-ce que l'ISR ?
2026-05-10,boursorama,Palmarès Palmarès Voir tout Palmarès des catégories Palmarès Morningstar des fonds
2026-05-10,boursorama,Partenaires Partenaires Amundi BlackRock Edmond de Rothschild AM ODDO BHF Sycomore
2026-05-10,boursorama,FIP / FCPI 2025 FIP / FCPI 2025 Voir tout Offre FCPI IR 2025 Offre FIP IR 2025 Définitions Fiscalité Simulateur FAQ Souscrire
2026-05-10,boursorama,Taux Taux Voir tout Souverains TEC 10 CDS Court Terme Court Terme Euribor Eonia Libor Ester Obligations Actualités Avis d'expert FAQ Partenaire
2026-05-10,boursorama,Devises Devises Voir tout Convertisseur Convertisseur Voir tout Convertisseur Euro - Dollar Convertisseur Euro - Livre Sterling Convertisseur Euro - Yen Taux de change Taux de change Voir tout EUR/USD Spot EUR/GBP Spot EUR/YEN Spot Parité Cryptoactifs Cryptoactifs Voir tout Bitcoin en dollars Bitcoin en euros Ethereum en euros XRP en euros Solana en euros Cardano en euros Actualités
2026-05-10,boursorama,Convertisseur Convertisseur Voir tout Convertisseur Euro - Dollar Convertisseur Euro - Livre Sterling Convertisseur Euro - Yen
2026-05-10,boursorama,Cryptoactifs Cryptoactifs Voir tout Bitcoin en dollars Bitcoin en euros Ethereum en euros XRP en euros Solana en euros Cardano en euros
2026-05-10,boursorama,Matières Premières Matières Premières Voir tout Métaux Métaux Cours de l'Or Cours de l'Argent Cours du Cuivre Cours de l'Acier Énergie Énergie Cours du Pétrole Brent Cours du Pétrole WTI Produits agricoles Produits agricoles Cours du Blé Cours du Cacao Actualités Produits de Bourse
2026-05-10,boursorama,Épargne Accueil Épargne Actualités Épargne bancaire Assurance-vie Assurance-vie Luxembourgeoise Épargne retraite PER Compte titres PEA PEA-PME Placements plaisir Simulateurs Simulateurs Voir tout CSL Livret A LDDS Assurance-vie Simulateur retraite Plan épargne retraite (PER) Simulateur de la réforme des retraites
2026-05-10,boursorama,Simulateurs Simulateurs Voir tout CSL Livret A LDDS Assurance-vie Simulateur retraite Plan épargne retraite (PER) Simulateur de la réforme des retraites
2026-05-10,boursorama,Budget Accueil Budget Actualités Banque Assurance Crédit Conso Page d'accueil de la rubrique budget consommation Voir tout Alimentation Argent au quotidien Loisirs Maison Shopping Sport & bien-être Transports Vacances Simulateurs Simulateurs Voir tout Prêt perso Crédit auto Prêt travaux Salaire brut net Prévoyance Convertisseur inflation Frais bancaires Taux d'endettement
2026-05-10,boursorama,Conso Page d'accueil de la rubrique budget consommation Voir tout Alimentation Argent au quotidien Loisirs Maison Shopping Sport & bien-être Transports Vacances
2026-05-10,boursorama,Simulateurs Simulateurs Voir tout Prêt perso Crédit auto Prêt travaux Salaire brut net Prévoyance Convertisseur inflation Frais bancaires Taux d'endettement
2026-05-10,boursorama,Immobilier Accueil Immobilier Actualités Prix de l'immobilier Crédit immobilier SCPI SCPI Voir tout Actualités Recherche Le marché des SCPI Partenaires Partenaires Voir tout Sofidy Swiss Life AM France Crowdfunding Simulateurs Simulateurs Voir tout Calcul mensualité Capacité d'emprunt Rachat crédit Prêt relais Frais de notaire
2026-05-10,boursorama,SCPI SCPI Voir tout Actualités Recherche Le marché des SCPI Partenaires Partenaires Voir tout Sofidy Swiss Life AM France
2026-05-10,boursorama,Simulateurs Simulateurs Voir tout Calcul mensualité Capacité d'emprunt Rachat crédit Prêt relais Frais de notaire
2026-05-10,boursorama,Impôts Accueil Impôts Actualités Impôt sur le revenu Impôts locaux IFI Défiscalisation Succession Simulateurs Simulateurs Voir tout Impôt sur le revenu Prélèvement à la source IFI Frais kilométriques
2026-05-10,boursorama,Simulateurs Simulateurs Voir tout Impôt sur le revenu Prélèvement à la source IFI Frais kilométriques
2026-05-10,boursorama,Vidéos Accueil Vidéos Nos émissions Nos émissions vidéos Écorama Les rendez-vous de l'IA Le Journal des Biotechs Bourso-Focus Bourso Topo L'Actu Bourse Ça bouge sur les marchés Tendances de fonds 3' ECO BoursoLive Webinaire Parlons Ca$h Émissions Partenaires Trade ou pas Trade Valeur Ajoutée 100% ETF Megatrends ! Ça vaut le coup ! C du Solide Thématiques Thématiques vidéos Analyses Techniques Bourse OPCVM International Fiscalité Immobilier Épargne Politique Économie Podcasts
2026-05-10,boursorama,Nos émissions Nos émissions vidéos Écorama Les rendez-vous de l'IA Le Journal des Biotechs Bourso-Focus Bourso Topo L'Actu Bourse Ça bouge sur les marchés Tendances de fonds 3' ECO BoursoLive Webinaire Parlons Ca$h Émissions Partenaires Trade ou pas Trade Valeur Ajoutée 100% ETF Megatrends ! Ça vaut le coup ! C du Solide
2026-05-10,boursorama,Thématiques Thématiques vidéos Analyses Techniques Bourse OPCVM International Fiscalité Immobilier Épargne Politique Économie
2026-05-10,boursorama,"16:29 Selon Bloomberg News, le centre de données africain de Microsoft serait en difficulté en raison de problèmes de paiement information fournie par • Reuters"
2026-05-10,boursorama,"15:45 Selon Bloomberg News, le centre de données africain de Microsoft est en difficulté en raison de ses demandes de garanties de paiement information fournie par • Reuters"
2026-05-10,boursorama,14:06 MÉDIAS-Une société spécialisée dans les actifs numériques soutenue par DRW lève des fonds avec une valorisation de 2 milliards de dollars - Bloomberg News information fournie par • Reuters
2026-05-10,boursorama,"13:12 Armani envisage de partager une participation de 15% entre L'Oréal, LVMH et EssilorLuxottica - presse information fournie par • Reuters"
2026-05-10,boursorama,"12:54 Armani envisage de partager une participation de 15% entre L'Oréal, LVMH et EssilorLuxottica - presse information fournie par • Reuters"
2026-05-10,boursorama,10:03 Aramco-Bond de 25% du bénéfice au T1 malgré les tensions dans le détroit d'Ormuz information fournie par • Reuters
2026-05-10,boursorama,09:16 Le directeur général de Swiss Air affirme qu'il n'y a pas de pénurie immédiate de carburant et envisage des plans d'urgence information fournie par • Reuters
2026-05-10,boursorama,"06:21 MÉDIAS-Lendable, soutenue par Goldman, prévoit de s'étendre aux États-Unis après avoir surpassé les banques en matière de prêts - FT information fournie par • Reuters"
2026-05-10,boursorama,"03:38 Selon une source, Alibaba s'apprêterait à intégrer l'IA Qwen à Taobao et à lancer le “shopping agentique” information fournie par • Reuters"
2026-05-10,boursorama,sam. MÉDIAS-La Bourse de New York va ouvrir un club privé à Wall Street - FT information fournie par • Reuters
2026-05-10,boursorama,sam. Boeing enquête sur le décès d'un employé alors que le syndicat réclame des comptes information fournie par • Reuters
2026-05-10,boursorama,sam. L'assureur floridien Safepoint annonce une hausse de 97 % de son chiffre d'affaires dans son dossier d'introduction en bourse aux États-Unis information fournie par • Reuters
2026-05-10,boursorama,ven. MÉDIAS-BlackRock s'apprête à lancer deux fonds monétaires tokenisés - Bloomberg News information fournie par • Reuters
2026-05-10,boursorama,"ven. Quantinuum, filiale de Honeywell, se rapproche de l'entrée en bourse après avoir déposé une demande d'introduction en bourse aux États-Unis information fournie par • Reuters"
2026-05-10,boursorama,"ven. Rapid Nutrition – Avis de Convocation à l’Assemblée Générale Annuelle Londres, Royaume-Uni – 8 mai 2026 – Rapid Nutrition PLC (Euronext Growth : ALRPD), informe que son Assemblée Générale Annuelle (« AGM ») se tiendra au 747 Lytton Road, Murarrie QLD 4172, Australie, le mercredi 10 juin 2026 à 23h30 (heure d’été britannique) / le jeudi 11 juin 2026 à 8h30 (heure normale de l’Est australien). L’Avis de Convocation à l’AGM, accompagné des Notes Explicatives et du Formulaire de Procuration, a été publié sur le site internet de la Société et est disponible à l’adresse suivante : Le Conseil d’administration considère que toutes les résolutions soumises à l’AGM sont dans le meilleur intérêt de la Société et de l’ensemble de ses actionnaires et recommande unanimement aux actionnaires de voter en faveur de toutes les résolutions. À propos de Rapid Nutrition Rapid Nutrition PLC est une société mondiale de HealthTech qui développe le bien-être grâce à des solutions de nutrition personnalisées fondées sur des données scientifiques. En s’appuyant sur l’intelligence artificielle, des technologies avancées et la recherche clinique, la Société propose des produits et des programmes conçus pour optimiser la nutrition, améliorer les résultats de santé et promouvoir des modes de vie plus sains et durables à l’échelle mondiale. Contact Relations Investisseurs: ir@rnplc.com Le présent communiqué de presse contient des éléments prospectifs formulés conformément aux dispositions de la règle d'exonération de la Private Securities Litigation Reform Act de 1995 ou autrement, qui comportent des risques, des incertitudes et des hypothèses pouvant faire en sorte que les résultats et l'expérience réels de Rapid Nutrition PLC diffèrent considérablement des résultats et des attentes exprimés dans ces éléments prospectifs. Dans certains cas, Rapid Nutrition PLC a désigné les éléments prospectifs en utilisant des mots comme « anticipe », « croit », « espère », « estime », « regarde », « s'attend », « planifie », « a l'intention », « objectif », « potentiel », « peut », « suggère » ainsi que d'autres expressions semblables. Rapid Nutrition PLC ne s'engage pas à publier toute modification de ces expressions à visée prospective susceptible d’être faite pour refléter des événements ou des circonstances après la date du présent communiqué de presse ou pour refléter la survenue d'événements imprévus, sauf si la loi ou la réglementation applicable l'exige. Ce communiqué de presse ne constitue pas une offre de vente, ou une incitation à l’achat de titres. Ce communiqué ne constitue pas un prospectus au sens du Règlement (UE) 2017/1129 du Parlement européen et du Conseil du 14 juin 2017 relatif au prospectus à publier en cas de vente au public de titres ou d'admission de titres ouverts à la négociation sur un marché réglementé, et abrogeant la directive 2003/71 ou un document d’admission à la cotation au sens des règles de cotation de la Bourse Euronext ou des marchés de gré à gré. Le communiqué de presse est conforme à l'International Reporting Standard : La règle 12g3-2(b) de la loi sur les titres (""Rule 12g3-2(b)"") permet aux sociétés non américaines dont les titres sont principalement cotés sur une bourse étrangère qualifiée de mettre à la disposition des investisseurs américains, en anglais, les mêmes informations que celles qui sont mises à la disposition du public dans leur pays d'origine, à titre d'alternative à la règle 12g3-2(b) de la loi sur les valeurs mobilières de la SEC. Translation Disclaimer : Translations of any materials into languages other than English are intended solely as a convenience to the non-English-reading public and are not legally binding and have no legal effect for compliance or enforcement purposes. We have attempted to provide an accurate translation of the original material in English, but due to the nuances in translating to a foreign language, slight differences may exist. The official text is the English version of the company website www.rnplc.com. If any questions arise concerning the accuracy of the information presented by the translated version of this communication, please refer to the English version of the website, which is the official version. information fournie par • Boursorama CP"
2026-05-10,boursorama,"ven. Wall Street termine en hausse, portée par l'IA et l'emploi information fournie par • Reuters"
2026-05-10,boursorama,ven. La compagnie d'assurance Safepoint dépose une demande d'introduction en bourse aux États-Unis information fournie par • Reuters
2026-05-10,boursorama,ven. La FDA américaine va assouplir les mesures de répression à l'encontre de certaines cigarettes électroniques non autorisées actuellement en cours d'examen information fournie par • Reuters
2026-05-10,boursorama,"ven. Bourses mondiales: l'Europe clôture en baisse, Wall Street touche de nouveaux records information fournie par • AFP • 2"
2026-05-10,boursorama,"ven. La semaine à venir à Wall Street-Les données économiques, l'Iran et la rencontre entre les États-Unis et la Chine au centre de l'attention alors que le marché boursier américain est en pleine effervescence information fournie par • Reuters"
2026-05-10,boursorama,"ven. Bank of America nomme Richard Hardegree, spécialiste des fusions-acquisitions dans le secteur technologique, au poste de vice-président chargé des fusions-acquisitions, selon une note interne information fournie par • Reuters"
2026-05-10,boursorama,"ven. MARCHÉS BOURSIERS AMÉRICAINS-Le S&P 500 et le Nasdaq atteignent des niveaux records, portés par l'IA et l'optimisme concernant les résultats information fournie par • Reuters"
2026-05-10,boursorama,ven. Les semi-conducteurs propulsent Wall Street malgré le regain de tensions dans le détroit d'Ormuz information fournie par • Zonebourse
2026-05-10,boursorama,"ven. Inspire Brands, propriétaire de Dunkin', dépose en secret une demande d'introduction en bourse aux États-Unis information fournie par • Reuters"
2026-05-10,boursorama,"ven. PRÉVISIONS : Mosaic devrait afficher un chiffre d'affaires en hausse dans ses résultats, attendus lundi avant l'ouverture de la Bourse information fournie par • Reuters"
2026-05-10,boursorama,ven. MÉDIAS-L'Université de Californie a acquis 30 millions d'actions de Blue Owl Technology Finance au premier trimestre - Bloomberg News information fournie par • Reuters
2026-05-10,boursorama,"ven. Selon le Wall Street Journal, Apple et Intel auraient conclu un accord préliminaire concernant la fabrication de puces information fournie par • Reuters"
2026-05-10,boursorama,"ven. Le fonds de crédit privé de Goldman Sachs enregistre une baisse de 3,7% de sa valeur information fournie par • Reuters"
2026-05-10,boursorama,ven. Inspire Brands dépose en toute confidentialité une demande d'introduction en bourse aux États-Unis information fournie par • Reuters
2026-05-10,boursorama,"ven. Anthropic signe un contrat de 1,8 milliard de dollars avec Akamai dans le domaine de l'IA dans le cloud, rapporte Bloomberg News information fournie par • Reuters"
2026-05-10,boursorama,ven. Applied Aerospace & Defense dépose une demande d'introduction en bourse aux États-Unis information fournie par • Reuters
2026-05-10,boursorama,"ven. MARCHÉS BOURSIERS AMÉRICAINS-Le S&P 500 et le Nasdaq ont atteint des niveaux records, portés par l'intelligence artificielle et l'optimisme concernant les résultats financiers information fournie par • Reuters"
2026-05-10,boursorama,"ven. TOUR D'HORIZON DE LA RECHERCHE AUX ÉTATS-UNIS-Applied Materials, McDonald's, McKesson information fournie par • Reuters"
2026-05-10,boursorama,ven. Molina mise sur la maîtrise des coûts médicaux pour multiplier par cinq ses bénéfices d'ici 2029 information fournie par • Reuters
2026-05-10,boursorama,"ven. Devises : peu de réaction du $ au NFP, semaine sans relief information fournie par • AOF"
2026-05-10,boursorama,"ven. SOXX (I-Share Semi) : nouveau record à 520$, 68% en 6 semaines information fournie par • Zonebourse"
2026-05-10,boursorama,ven. MISE À JOUR N° 2-Edison prévoit de recevoir les deux tiers des livraisons de GNL qatari prévues dans le contrat à la suite de l'accord de paix information fournie par • Reuters
2026-05-10,boursorama,"ven. Moderna en hausse, en passe d'enregistrer sa plus forte progression journalière depuis plus de trois ans information fournie par • Reuters"
2026-05-10,boursorama,"ven. Selon certaines sources, Jane Street aurait enregistré des revenus de trading record de 16,1 milliards de dollars au premier trimestre information fournie par • Reuters"
2026-05-10,boursorama,"ven. Selon Baker Hughes, les foreurs américains ont augmenté le nombre de leurs plateformes pétrolières et gazières pour la troisième semaine consécutive information fournie par • Reuters"
2026-05-10,boursorama,"ven. MÉDIAS-Yahoo déboursera jusqu'à 1,6 milliard de dollars pour refinancer une dette liée à l'accord avec Apollo - Bloomberg News information fournie par • Reuters"
2026-05-10,boursorama,ven. PPL constate une forte demande en centres de données et dépasse les prévisions grâce à la hausse des tarifs dans le Kentucky information fournie par • Reuters
2026-05-10,boursorama,ven. MÉTAUX-Le cuivre atteint son plus haut niveau depuis trois mois en raison d'un prolongement de la reprise de la production de la mine de Grasberg information fournie par • Reuters
2026-05-10,boursorama,"ven. Taux : optimisme prudent ce vendredi, semaine de stabilisation globale information fournie par • Zonebourse"
2026-05-10,boursorama,"ven. MOUVEMENTS-Selon certaines sources, un important négociant en distillats quitte Gunvor information fournie par • Reuters"
2026-05-10,boursorama,ven. La Bourse de Paris termine la semaine dans le rouge information fournie par • AFP • 1
2026-05-10,boursorama,ven. La société de biotechnologie Odyssey atteint une valorisation de près de 900 millions de dollars alors que son action s'envole lors de son introduction au Nasdaq information fournie par • Reuters
2026-05-10,boursorama,ven. MARCHÉS BOURSIERS AMÉRICAINS-Le S&P 500 et le Nasdaq ont atteint des niveaux records grâce à la reprise du secteur technologique et à la publication de chiffres de l'emploi encourageants information fournie par • Reuters
2026-05-10,boursorama,"ven. L'Europe finit en nette baisse, les affrontements USA-Iran jettent un froid information fournie par • Reuters • 1"
2026-05-10,boursorama,"ven. L'Europe finit en nette baisse, les affrontements USA-Iran jettent un froid information fournie par • Reuters"
2026-05-10,boursorama,"ven. Micron: cours multiplié par 2,25 depuis le 30/03, passe de 320 à 730Mds$ de 'capi' information fournie par • Zonebourse"
2026-05-10,boursorama,ven. HERIGE : Modalité de mise à disposition des documents préparatoires à l'Assemblée Générale Mixte en date du 29 mai 2026 information fournie par • Actusnews
2026-05-10,boursorama,ven. Pas d'Armistice pour les places européennes information fournie par • Zonebourse
